Song,Artist,Genre,Year,added,bpm,energy,dance,dB,liveliness,valence,duration,acousticness,speechiness,popularity
Make-up & Costume,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,152,14,55,-22,6,11,196,97,5,27
Gerda In The Rain,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,81,1,15,-27,12,4,242,97,4,27
Vacation,Superfruit,dance pop,2017,2017‑08‑09,120,86,67,-3,8,89,228,1,7,27
Stay Golden,Roseburg,,2018,2020‑10‑04,136,76,53,-6,41,21,241,2,3,26
Watching,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,66,7,13,-22,30,4,208,48,4,26
One Step At A Time,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,134,8,17,-24,11,15,237,94,4,26
You Made Her,Scott Helman,canadian folk,2017,2017‑05‑14,130,94,63,-4,10,74,194,2,5,26
It Happens All the Time,Tyler Shaw,pop quebecois,2014,2014‑10‑05,140,93,66,-5,9,76,212,3,3,26
Looking for Some Light,Colony House,indie cafe pop,2019,2020‑10‑04,103,66,45,-8,9,16,212,0,3,25
Einar Returns Home,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,144,12,43,-22,10,4,98,84,4,25
Radiation,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,81,3,8,-24,11,4,142,95,4,25
Pageant,Cirque du Soleil,circus,2005,2017‑06‑28,157,67,56,-7,14,63,165,32,3,25
Origami,Scott Helman,canadian folk,2017,2017‑05‑14,103,59,63,-8,34,57,173,50,9,25
Fonnesbech,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,144,17,34,-20,9,4,104,97,3,24
Lost Blood,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,164,3,38,-30,11,4,136,92,3,24
Uranus,Sleeping At Last,ambient worship,2013,2017‑08‑22,135,22,19,-18,6,4,260,87,4,24
Shadowplay,Cirque du Soleil,circus,2005,2017‑06‑28,113,23,17,-14,14,4,227,91,4,24
Flight,Cirque du Soleil,circus,2005,2017‑06‑28,135,29,21,-9,12,4,145,83,3,24
Neptune,Sleeping At Last,ambient worship,2013,2017‑08‑22,120,36,60,-12,9,20,280,23,3,23
Pursuit,Cirque du Soleil,circus,2005,2017‑06‑28,160,76,54,-9,59,29,356,1,7,23
Roses Of Picardy,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,156,14,66,-14,20,72,279,94,4,22
Intro,Scott Helman,canadian folk,2017,2017‑05‑14,94,68,68,-7,10,47,106,13,5,22
Danish Waltz 1,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,148,15,48,-16,12,66,109,100,5,21
Danish Waltz 2,Alexandre Desplat,compositional ambient,2015,2018‑05‑15,170,13,50,-16,7,52,100,100,10,21
Aftermath,Cirque du Soleil,circus,2005,2017‑06‑28,80,28,8,-13,15,3,138,79,4,21
If I Could Reach Your Heart,Cirque du Soleil,circus,2005,2017‑06‑28,110,44,61,-11,7,18,208,67,3,21
In the Sky,Evgeny Khmara,,2017,2017‑09‑13,132,22,37,-15,10,7,189,98,5,20
Jupiter,Sleeping At Last,ambient worship,2013,2017‑08‑22,94,35,22,-12,13,20,257,89,3,20
Pluto,Sleeping At Last,ambient worship,2013,2017‑08‑22,150,49,46,-10,10,49,229,62,4,20
The Greener Side,Morgan Taylor Reid,,2013,2020‑12‑16,72,34,18,-8,11,9,276,52,3,19
Wheel of Life,Evgeny Khmara,,2017,2017‑09‑13,123,36,33,-12,11,8,208,97,4,19
Storm,Cirque du Soleil,circus,2005,2017‑06‑28,125,31,54,-12,12,7,256,3,3,19
Deep,Cirque du Soleil,circus,2005,2017‑06‑28,85,19,46,-16,8,10,150,93,4,19
Battlefield,Cirque du Soleil,circus,2005,2017‑06‑28,135,58,47,-7,9,18,252,15,4,19
Best Thing,Anthem Lights,ccm,2015,2015‑04‑26,78,69,47,-4,16,34,221,1,3,19
Koudamare,Cirque du Soleil,circus,2005,2017‑06‑28,142,40,50,-12,13,23,229,81,3,18
Forest,Cirque du Soleil,circus,2005,2017‑06‑28,100,81,55,-8,21,22,255,13,4,18
To Find Myself,Evgeny Khmara,,2017,2017‑09‑13,102,33,46,-14,12,44,227,98,4,17
Threat,Cirque du Soleil,circus,2005,2017‑06‑28,129,58,61,-12,13,27,239,6,4,15
We've Been Waiting So Long (Bonus Track),Cirque du Soleil,circus,2005,2017‑06‑28,140,48,55,-9,10,57,207,50,3,15
Reach For Me Now (Bonus Track),Cirque du Soleil,circus,2005,2017‑06‑28,80,32,51,-12,10,21,229,80,2,15
Intro,Evgeny Khmara,,2017,2017‑09‑13,82,37,21,-13,11,6,177,97,6,13
Transcendence,Evgeny Khmara,,2017,2017‑09‑13,112,23,48,-16,14,15,252,99,4,11
Fairy Tale,Evgeny Khmara,,2017,2017‑09‑13,103,33,37,-13,18,10,303,98,4,10
Parallels,Evgeny Khmara,,2017,2017‑09‑13,131,28,47,-14,21,15,267,98,4,10
Lullaby,Evgeny Khmara,,2017,2017‑09‑13,120,34,45,-12,9,43,145,98,4,10
She,Evgeny Khmara,,2017,2017‑09‑13,66,26,41,-13,8,10,243,98,4,10
Nocturne,Evgeny Khmara,,2017,2017‑09‑13,87,19,38,-15,11,6,301,99,5,9
Rain,Evgeny Khmara,,2017,2017‑09‑13,140,25,25,-15,12,4,211,94,4,8
Ridna Maty,Evgeny Khmara,,2017,2017‑09‑13,90,20,43,-15,9,11,215,98,4,8
Meadows,Wild Child,austin americana,2015,2020‑11‑16,125,49,72,-8,12,19,219,37,4,6
Fairy Tale,Evgeny Khmara,,2017,2017‑09‑13,105,38,32,-12,30,8,264,95,3,5
When She Slept,Evgeny Khmara,,2017,2017‑09‑13,101,30,26,-11,11,5,212,94,3,5
Song of Earth,Evgeny Khmara,,2017,2017‑09‑13,100,58,47,-14,15,18,193,84,3,4
The Little Story,Evgeny Khmara,,2017,2017‑09‑13,110,50,40,-11,13,46,256,51,3,4
Airplane Cabin,Sleep Baby Sleep,sleep,2016,2018‑07‑01,127,23,17,-39,16,2,300,99,6,3
Steam Locomotive,Evgeny Khmara,,2017,2017‑09‑13,90,66,47,-10,21,33,217,81,3,3
Strings of My Soul,Evgeny Khmara,,2017,2017‑09‑13,130,53,58,-10,9,32,251,72,3,3
Magic Clock,Evgeny Khmara,,2017,2017‑09‑13,150,58,46,-10,14,18,240,85,3,3
Finale,Evgeny Khmara,,2017,2017‑09‑13,102,58,26,-9,6,15,246,40,3,3
Depth,Evgeny Khmara,,2017,2017‑09‑13,111,51,37,-9,10,11,209,95,3,3
Radio Varsavia,Franco Battiato,classic italian pop,2017,2017‑12‑18,164,59,55,-8,16,47,248,45,4,0
